chr,start,stop,ID
chr1,26878717,26881290,Mp1g26380
chr1,26883986,26886254,Mp1g26390
chr1,26892269,26899131,Mp1g26400
chr1,26904070,26908321,Mp1g26410
chr1,26910251,26920585,Mp1g26420
chr1,26926114,26926961,Mp1g26430
chr1,26934121,26941024,Mp1g26440
chr1,26941863,26946389,Mp1g26450
chr1,26956963,26961404,Mp1g26460
chr1,26961772,26963997,Mp1g26470
chr1,26964266,26969166,Mp1g26480
chr1,26971662,26973307,Mp1g26490
chr1,26973845,26975225,Mp1g26500
chr1,26977409,26979757,Mp1g26510
chr1,26985052,26985125,Mp1g26515a
chr1,26991863,26994856,Mp1g26520
chr1,27004482,27005009,Mp1g26530
chr1,27011656,27014229,Mp1g26540
chr1,27028676,27029766,Mp1g26550
chr1,27033290,27046324,Mp1g26560
chr1,27045938,27050471,Mp1g26570
chr1,27049955,27052230,Mp1g26580
chr1,27070526,27077539,Mp1g26590
chr1,27078973,27081765,Mp1g26600
chr1,27090449,27093759,Mp1g26610
chr1,27098678,27099597,Mp1g26620
chr1,27100106,27105235,Mp1g26630
chr1,27111690,27112082,Mp1g26640
chr1,27112611,27115681,Mp1g26650
chr1,27116498,27118480,Mp1g26660
chr1,27122492,27125692,Mp1g26670
chr1,27123733,27123857,Mp1g26675
chr1,27126693,27127755,Mp1g26680
chr1,27159494,27164501,Mp1g26690
chr1,27165050,27166667,Mp1g26700
chr1,27186424,27188929,Mp1g26710
chr1,27190503,27193589,Mp1g26720
chr1,27195726,27203007,Mp1g26730
chr1,27216619,27219486,Mp1g26740
chr1,27221019,27224034,Mp1g26750
chr1,27224124,27226689,Mp1g26760
chr1,27232857,27237507,Mp1g26770
chr1,27250076,27254936,Mp1g26780
chr1,27261911,27276365,Mp1g26800
chr1,27277371,27279173,Mp1g26810
chr1,27285402,27288653,Mp1g26820
chr1,27290441,27303433,Mp1g26830
chr1,27303895,27308504,Mp1g26840
chr1,27308848,27312948,Mp1g26850
chr1,27313949,27320126,Mp1g26860
chr1,27321921,27325937,Mp1g26870
chr1,27327493,27329638,Mp1g26880
chr1,27333286,27334191,Mp1g26890
chr1,27339645,27341428,Mp1g26900
chr1,27352171,27354860,Mp1g26910
chr1,27355007,27355516,Mp1g26920
chr1,27370538,27374282,Mp1g26930
chr1,27377154,27378464,Mp1g26940
chr1,27377955,27381198,Mp1g26950
chr1,27382735,27383775,Mp1g26960
chr1,27391270,27407426,Mp1g26970
chr1,27419469,27419540,Mp1g26975a
chr1,27420542,27421211,Mp1g26980
chr1,27437505,27444643,Mp1g26990
chr1,27447314,27454315,Mp1g27000
chr1,27464407,27466078,Mp1g27010
chr1,27467112,27468266,Mp1g27020
chr1,27469753,27471239,Mp1g27030
chr1,27473570,27474696,Mp1g27040
chr1,27474821,27476253,Mp1g27050
chr1,27486632,27490808,Mp1g27060
chr1,27493554,27499687,Mp1g27070
chr1,27499626,27509006,Mp1g27080
chr1,27510416,27515077,Mp1g27090
chr1,27522958,27525481,Mp1g27100
chr1,27527429,27529196,Mp1g27110
chr1,27530973,27533516,Mp1g27120
chr1,27533120,27534221,Mp1g27130
chr1,27543892,27545632,Mp1g27140
chr1,27550072,27552275,Mp1g27150
chr1,27556695,27562659,Mp1g27160
chr1,27562764,27567989,Mp1g27170
chr1,27569893,27571298,Mp1g27180
chr1,27574567,27575990,Mp1g27190
chr1,27583722,27593427,Mp1g27200
chr1,27614398,27618010,Mp1g27210
chr1,27618555,27623602,Mp1g27220
chr1,27623603,27625532,Mp1g27230
chr1,27625660,27628739,Mp1g27240
chr1,27631213,27634190,Mp1g27250
chr1,27643041,27648481,Mp1g27260
chr1,27648482,27651718,Mp1g27270
chr1,27652620,27653984,Mp1g27280
chr1,27661061,27667909,Mp1g27300
chr1,27669796,27670494,Mp1g27310
chr1,27677480,27678200,Mp1g27320
chr1,27678359,27682869,Mp1g27330
chr1,27683358,27688548,Mp1g27340
chr1,27688832,27692912,Mp1g27350
chr1,27695482,27702466,Mp1g27360
chr1,27704926,27707655,Mp1g27370
chr1,27710142,27711811,Mp1g27380
chr1,27712109,27715567,Mp1g27390
chr1,27716715,27716787,Mp1g27395a
chr1,27717987,27720753,Mp1g27400
chr1,27722699,27725041,Mp1g27410
chr1,27725791,27728416,Mp1g27420
chr1,27727693,27728202,Mp1g27430
chr1,27728701,27735119,Mp1g27440
chr1,27748475,27754131,Mp1g27450
chr1,27751947,27757465,Mp1g27460
chr1,27757466,27766011,Mp1g27470
chr1,27767133,27774227,Mp1g27480
chr1,27774852,27778152,Mp1g27490
chr1,27779927,27785049,Mp1g27500
chr1,27787238,27788311,Mp1g27510
chr1,27794820,27795929,Mp1g27520
chr1,27795935,27805755,Mp1g27530
chr1,27820161,27821520,Mp1g27540
chr1,27825916,27828824,Mp1g27550
chr1,27836435,27841227,Mp1g27560
chr1,27844268,27847417,Mp1g27570
chr1,27847418,27850535,Mp1g27580
chr1,27854662,27856463,Mp1g27590
chr1,27856516,27861275,Mp1g27600
chr1,27857588,27857687,Mp1g27605
chr1,27862246,27865625,Mp1g27610
chr1,27867286,27868978,Mp1g27620
chr1,27869153,27873953,Mp1g27630
chr1,27886337,27890512,Mp1g27640
chr1,27902937,27907287,Mp1g27650
chr1,27913237,27914751,Mp1g27660
chr1,27926483,27939337,Mp1g27670
chr1,27940724,27941645,Mp1g27680
chr1,27943982,27950205,Mp1g27690
chr1,27971642,27973019,Mp1g27700
chr1,27990341,27999122,Mp1g27710
chr1,28006606,28013109,Mp1g27720
chr1,28023965,28030417,Mp1g27730
chr1,28026602,28031811,Mp1g27740
chr1,28036171,28040327,Mp1g27750
chr1,28042832,28043327,Mp1g27760
chr1,28043406,28046259,Mp1g27770
chr1,28046261,28051744,Mp1g27780
chr1,28053043,28055931,Mp1g27790
chr1,28056610,28059527,Mp1g27800
chr1,28059589,28068692,Mp1g27810
chr1,28067670,28074079,Mp1g27820
chr1,28075344,28083414,Mp1g27830
chr1,28086921,28093682,Mp1g27840
chr1,28101868,28106943,Mp1g27850
chr1,28112149,28115590,Mp1g27860
chr1,28116252,28119485,Mp1g27870
chr1,28118481,28123378,Mp1g27880
chr1,28141233,28149056,Mp1g27890
chr1,28175920,28176015,Mp1g27895
chr1,28181009,28183090,Mp1g27900
chr1,28200948,28203697,Mp1g27910
chr1,28217116,28218963,Mp1g27920
chr1,28236585,28237830,Mp1g27930
chr1,28242079,28243219,Mp1g27940
chr1,28248555,28250552,Mp1g27950
chr1,28254103,28255528,Mp1g27960
chr1,28259515,28260969,Mp1g27970
chr1,28277812,28279564,Mp1g27980
chr1,28290672,28292096,Mp1g27990
chr1,28293249,28297066,Mp1g28000
chr1,28299740,28302202,Mp1g28010
chr1,28303972,28306268,Mp1g28020
chr1,28320027,28327088,Mp1g28030
chr1,28335092,28337357,Mp1g28040
chr1,28342766,28344443,Mp1g28050
chr1,28345940,28349005,Mp1g28060
chr1,28349409,28353900,Mp1g28070
chr1,28357072,28369736,Mp1g28080
chr1,28382228,28382301,Mp1g28085a
chr1,28392914,28395640,Mp1g28090
chr1,28399193,28399265,Mp1g28095a
chr1,28401092,28401171,Mp1g28095b
chr1,28408396,28412297,Mp1g28100
chr1,28444403,28451214,Mp1g28110
chr1,28454256,28455625,Mp1g28120
chr1,28465643,28467407,Mp1g28130
chr1,28470332,28471928,Mp1g28140
chr1,28474767,28476420,Mp1g28150
chr1,28502256,28505888,Mp1g28160
chr1,28505889,28507725,Mp1g28170
chr1,28507743,28510918,Mp1g28180
chr1,28520179,28523686,Mp1g28190
chr1,28557544,28558430,Mp1g28200
chr1,28579547,28581574,Mp1g28210
chr1,28583766,28594295,Mp1g28220
chr1,28594463,28596258,Mp1g28230
chr1,28622752,28626995,Mp1g28240
chr1,28629226,28633413,Mp1g28250
chr1,28638086,28643577,Mp1g28260
chr1,28652123,28658870,Mp1g28270
chr1,28653910,28654055,Mp1g28280
chr1,28662129,28666596,Mp1g28290
chr1,28677550,28692636,Mp1g28300
chr1,28694419,28698047,Mp1g28310
chr1,28698838,28701180,Mp1g28320
chr1,28711149,28713870,Mp1g28330
chr1,28714047,28718541,Mp1g28340
chr1,28719939,28725291,Mp1g28350
chr1,28736867,28738365,Mp1g28360
chr1,28744955,28751017,Mp1g28370
chr1,28755871,28759239,Mp1g28380
chr1,28767403,28771305,Mp1g28390
chr1,28787431,28791188,Mp1g28400
chr1,28792575,28794073,Mp1g28410
chr1,28805182,28809209,Mp1g28420
chr1,28829630,28831337,Mp1g28430
chr1,28852631,28857416,Mp1g28440
chr1,28867262,28869004,Mp1g28450
chr1,28887748,28890550,Mp1g28460
chr1,28915585,28924193,Mp1g28470
chr1,28929780,28932039,Mp1g28480
chr1,28937917,28940022,Mp1g28490
chr1,28966277,28971013,Mp1g28500
chr1,28976235,28978910,Mp1g28510
chr1,28988425,28997521,Mp1g28520
chr1,29008951,29011710,Mp1g28530
chr1,29014815,29021974,Mp1g28540
chr1,29027017,29027088,Mp1g28545a
chr1,29032026,29035162,Mp1g28550
chr1,29038408,29041474,Mp1g28560
chr1,29043954,29046387,Mp1g28570
chr1,29046607,29051127,Mp1g28580
chr1,29057654,29060584,Mp1g28590
chr1,29059728,29063937,Mp1g28600
chr1,29071523,29079252,Mp1g28610
chr1,29098707,29100242,Mp1g28630
chr1,29110580,29113990,Mp1g28640
chr1,29114261,29120697,Mp1g28650
chr1,29124176,29127797,Mp1g28660
chr1,29128751,29131416,Mp1g28670
chr1,29135385,29139010,Mp1g28680
chr1,29150797,29158624,Mp1g28690
chr1,29181552,29186669,Mp1g28700
chr1,29187026,29189290,Mp1g28710
chr1,29191014,29196328,Mp1g28720
chr1,29196603,29201361,Mp1g28730
chr1,29206383,29211234,Mp1g28740
chr1,29211244,29213109,Mp1g28750
chr1,29213146,29217163,Mp1g28760
chr1,29221720,29223478,Mp1g28770
chr1,29231306,29233933,Mp1g28780
chr1,29275463,29276934,Mp1g28810
chr1,29282626,29285261,Mp1g28820
chr1,29294883,29296458,Mp1g28830
chr1,29324768,29325605,Mp1g28840
chr1,29331420,29336588,Mp1g28850
chr1,29339506,29341127,Mp1g28860
chr1,29341689,29342957,Mp1g28870
chr1,29346842,29353933,Mp1g28880
chr1,29357611,29360997,Mp1g28890
chr1,29362446,29367604,Mp1g28900
chr1,29371348,29372988,Mp1g28910
chr1,29390578,29391621,Mp1g28920
chr1,29402372,29402737,Mp1g28930
chr1,29405042,29407621,Mp1g28940
chr1,29422932,29425800,Mp1g28950
chr1,29425823,29426167,Mp1g28970
chr1,29443744,29448542,Mp1g28980
chr1,29453514,29460675,Mp1g28990
chr1,29483585,29485033,Mp1g29000
chr1,29490473,29491662,Mp1g29010
chr1,29495142,29499171,Mp1g29020
chr1,29505358,29511996,Mp1g29030
chr1,29530943,29534398,Mp1g29040
chr1,29561765,29568595,Mp1g29050
chr1,29585115,29587711,Mp1g29080
chr1,29593468,29605961,Mp1g29090
chr1,29614714,29617217,Mp1g29100
chr1,29622837,29630578,Mp1g29110
chr1,29634004,29640570,Mp1g29120
chr1,29642025,29645079,Mp1g29130
chr1,29645447,29647870,Mp1g29140
chr1,29649495,29658285,Mp1g29150
chr1,29674488,29679390,Mp1g29160
chr1,29679345,29679773,Mp1g29170
chr1,29681199,29682342,Mp1g29180
chr1,29689766,29696252,Mp1g29190
chr1,29700264,29702085,Mp1g29200
chr1,29702365,29706280,Mp1g29210
chr1,29707893,29718185,Mp1g29220
chr1,29743842,29745405,Mp1g29230
chr1,29745487,29750588,Mp1g29240
chr1,29772523,29778378,Mp1g29250
chr1,29792832,29797560,Mp1g29260
chr1,29798296,29810105,Mp1g29270
chr1,29809689,29810375,Mp1g29280
chr1,29842457,29846294,Mp1g29290
chr1,29846295,29847519,Mp1g29300
chr1,29848397,29853156,Mp1g29310
chr1,29857787,29858571,Mp1g29320
chr1,29868719,29874504,Mp1g29330
chr1,29882213,29883278,Mp1g29340
chr1,29888031,29891305,Mp1g29350
chr1,29888728,29888847,Mp1g29353
chr1,29889646,29889757,Mp1g29355
chr1,29892267,29892361,Mp1g29357
chr1,29898189,29899637,Mp1g29360
chr1,29901995,29904857,Mp1g29370
chr1,29917414,29925131,Mp1g29380
chr1,29926265,29926963,Mp1g29390
chr1,29933511,29935483,Mp1g29400
chr1,29958549,29962664,Mp1g29410
chr1,29963536,29964482,Mp1g29420
chr1,29978003,29980657,Mp1g29430
chr1,29981101,29991413,Mp1g29440
chr1,30026184,30037378,Mp1g29460
chr1,30107884,30118694,Mp1g29480
chr1,30138755,30140723,Mp1g29500
chr1,30140873,30147673,Mp1g29510
chr1,30148809,30151651,Mp1g29520
chr1,30155031,30157850,Mp1g29530
chr1,30161206,30161764,Mp1g29540
chr1,30165641,30174666,Mp1g29550
chr1,30181303,30187720,Mp1g29560
chr1,30191689,30198157,Mp1g29570
chr1,30193120,30193715,Mp1g29580
chr1,30199389,30206451,Mp1g29590
chr1,30216883,30219269,Mp1g29600
chr1,30231485,30232198,Mp1g29610
chr1,30233929,30234001,Mp1g29615a
chr1,30234006,30234078,Mp1g29615b
chr1,30234891,30236646,Mp1g29620
chr1,30237482,30244193,Mp1g29630
chr1,30256486,30271165,Mp1g29640
chr1,30300068,30304763,Mp1g29660
chr1,30312362,30317780,Mp1g29670
chr1,30324521,30328118,Mp1g29680
chr1,30328621,30334757,Mp1g29690
chr1,30341085,30349620,Mp1g29700
chr1,30400851,30403235,Mp1g29710
chr1,30403873,30405190,Mp1g29720
chr1,30410612,30412062,Mp1g29730
chr1,30453612,30456326,Mp1g29740
chr1,30462107,30468140,Mp1g29750
chr1,30474468,30483618,Mp1g29760
chr1,30484153,30487944,Mp1g29770
chr1,30487704,30493806,Mp1g29780
chr1,30529729,30534227,Mp1g29790
chr1,30536073,30539287,Mp1g29800
chr1,30545107,30555909,Mp1g29810
chr1,30558588,30562481,Mp1g29820
chr1,30562546,30565749,Mp1g29830
chr1,30583722,30584173,Mp1g29835a
chr2,1545,3551,Mp2g00015a
chr2,5700,7710,Mp2g00015b
chr2,9512,9669,Mp2g00015c
chr2,12793,12951,Mp2g00015d
chr2,37518,39760,Mp2g00020
chr2,41208,43551,Mp2g00030
chr2,72267,74531,Mp2g00040
chr2,85116,90073,Mp2g00050
chr2,96210,97388,Mp2g00070
chr2,99329,104625,Mp2g00080
chr2,114117,116170,Mp2g00090
chr2,125465,128372,Mp2g00100
chr2,138581,143397,Mp2g00110
chr2,156641,160520,Mp2g00120
chr2,160422,161728,Mp2g00130
chr2,178463,181845,Mp2g00140
chr2,182366,187389,Mp2g00150
chr2,206285,209591,Mp2g00160
chr2,223689,227996,Mp2g00170
chr2,240329,242508,Mp2g00180
chr2,246290,246619,Mp2g00190
chr2,253870,259064,Mp2g00200
chr2,260045,261629,Mp2g00220
chr2,270568,273394,Mp2g00230
chr2,276954,278014,Mp2g00240
chr2,299632,300981,Mp2g00250
chr2,301040,307124,Mp2g00260
chr2,307274,308820,Mp2g00270
chr2,318397,322454,Mp2g00280
chr2,341088,348989,Mp2g00290
chr2,349564,349914,Mp2g00300
chr2,351498,352422,Mp2g00310
chr2,357011,360993,Mp2g00320
chr2,384968,389671,Mp2g00330
chr2,390439,391382,Mp2g00340
chr2,413843,436385,Mp2g00350
chr2,441290,447299,Mp2g00360
chr2,448509,451676,Mp2g00370
chr2,454832,459608,Mp2g00380
chr2,476156,477479,Mp2g00390
chr2,480009,484811,Mp2g00400
chr2,492509,511846,Mp2g00410
chr2,533706,541738,Mp2g00420
chr2,546579,549046,Mp2g00430
chr2,550332,554796,Mp2g00440
chr2,557638,562301,Mp2g00450
chr2,568572,568652,Mp2g00455a
chr2,572619,575769,Mp2g00460
chr2,586468,592112,Mp2g00480
chr2,604117,607659,Mp2g00490
chr2,623009,627628,Mp2g00500
chr2,634805,634875,Mp2g00505a
chr2,646510,651084,Mp2g00510
chr2,658444,663446,Mp2g00520
chr2,666895,667354,Mp2g00530
chr2,668277,669899,Mp2g00540
chr2,670111,674102,Mp2g00550
chr2,674618,676996,Mp2g00560
chr2,677253,678788,Mp2g00570
chr2,680461,681718,Mp2g00580
chr2,685389,687745,Mp2g00590
chr2,688353,691522,Mp2g00600
chr2,716203,718870,Mp2g00620
chr2,720972,723071,Mp2g00630
chr2,731332,732389,Mp2g00650
chr2,737524,743710,Mp2g00660
chr2,747004,753990,Mp2g00670
chr2,758232,767030,Mp2g00680
chr2,778797,782173,Mp2g00690
chr2,782079,782420,Mp2g00700
chr2,827386,845724,Mp2g00710
chr2,849248,852740,Mp2g00720
chr2,868909,870536,Mp2g00730
chr2,871691,874615,Mp2g00740
chr2,910835,914598,Mp2g00750
chr2,934876,936533,Mp2g00760
chr2,938497,943291,Mp2g00770
chr2,944986,949551,Mp2g00780
chr2,949981,954349,Mp2g00790
chr2,989012,994732,Mp2g00800
chr2,1019228,1022909,Mp2g00810
chr2,1023958,1035920,Mp2g00820
chr2,1041671,1042549,Mp2g00830
chr2,1042830,1046607,Mp2g00840
chr2,1047078,1052416,Mp2g00850
chr2,1060838,1063062,Mp2g00860
chr2,1072807,1074841,Mp2g00870
chr2,1077738,1080891,Mp2g00880
chr2,1091720,1096466,Mp2g00890
chr2,1113001,1116276,Mp2g00900
chr2,1138041,1153221,Mp2g00910
chr2,1166205,1167955,Mp2g00920
chr2,1172628,1175454,Mp2g00930
chr2,1204198,1223929,Mp2g00960
chr2,1249447,1254596,Mp2g00970
chr2,1275404,1278263,Mp2g00980
chr2,1280296,1283452,Mp2g00990
chr2,1284961,1286034,Mp2g01000
chr2,1287827,1293724,Mp2g01010
chr2,1296897,1302474,Mp2g01020
chr2,1308969,1312804,Mp2g01030
chr2,1315476,1319660,Mp2g01040
chr2,1321458,1336430,Mp2g01050
chr2,1342976,1344563,Mp2g01060
chr2,1371232,1372509,Mp2g01080
chr2,1378528,1386390,Mp2g01090
chr2,1411502,1415832,Mp2g01100
chr2,1418157,1424660,Mp2g01110
chr2,1425690,1430455,Mp2g01120
chr2,1441582,1445177,Mp2g01130
chr2,1455061,1463778,Mp2g01140
chr2,1462980,1470227,Mp2g01150
chr2,1470228,1472887,Mp2g01160
chr2,1472590,1476036,Mp2g01170
chr2,1476795,1479501,Mp2g01180
chr2,1490516,1497578,Mp2g01190
chr2,1501788,1505100,Mp2g01200
chr2,1505650,1507018,Mp2g01210
chr2,1508844,1510186,Mp2g01220
chr2,1512332,1513646,Mp2g01230
chr2,1514279,1520406,Mp2g01240
chr2,1525281,1529728,Mp2g01250
chr2,1530480,1532952,Mp2g01260
chr2,1544833,1549296,Mp2g01270
chr2,1565873,1566958,Mp2g01280
chr2,1574984,1577939,Mp2g01290
chr2,1579588,1582234,Mp2g01300
chr2,1584159,1586452,Mp2g01310
chr2,1591302,1593412,Mp2g01320
chr2,1598806,1606644,Mp2g01330
chr2,1614911,1616840,Mp2g01340
chr2,1615489,1615685,Mp2g01345
chr2,1620092,1621596,Mp2g01350
chr2,1623666,1623738,Mp2g01355a
chr2,1625349,1626698,Mp2g01360
chr2,1630436,1631066,Mp2g01370
chr2,1631486,1636260,Mp2g01380
chr2,1636730,1640982,Mp2g01390
chr2,1656129,1663783,Mp2g01400
chr2,1666435,1669714,Mp2g01410
chr2,1681658,1684039,Mp2g01420
chr2,1685718,1686947,Mp2g01430
chr2,1689503,1690467,Mp2g01440
chr2,1695082,1700122,Mp2g01450
chr2,1715236,1716159,Mp2g01470
chr2,1716265,1717221,Mp2g01480
chr2,1731534,1736071,Mp2g01490
chr2,1759334,1760164,Mp2g01510
chr2,1767984,1769237,Mp2g01520
chr2,1771876,1772824,Mp2g01530
chr2,1774459,1774755,Mp2g01540
chr2,1777531,1778178,Mp2g01550
chr2,1800076,1801666,Mp2g01560
chr2,1845632,1846532,Mp2g01570
chr2,1848688,1849630,Mp2g01580
chr2,1851113,1852072,Mp2g01590
chr2,1854656,1856139,Mp2g01600
chr2,1891935,1892609,Mp2g01610
chr2,1897123,1898253,Mp2g01620
chr2,1928790,1930281,Mp2g01630
chr2,1934069,1935029,Mp2g01640
chr2,1936751,1937620,Mp2g01650
chr2,1942592,1943263,Mp2g01660
chr2,1947943,1950130,Mp2g01670
chr2,1950053,1954756,Mp2g01680
chr2,1957169,1958919,Mp2g01690
chr2,1977255,1978777,Mp2g01700
chr2,2001417,2003964,Mp2g01710
chr2,2008984,2010711,Mp2g01720
chr2,2017060,2019129,Mp2g01730
chr2,2022539,2024210,Mp2g01740
chr2,2033117,2034765,Mp2g01750
chr2,2040827,2042565,Mp2g01760
chr2,2048467,2049973,Mp2g01790
chr2,2056511,2058210,Mp2g01800
chr2,2063694,2064704,Mp2g01810
chr2,2068462,2070244,Mp2g01820
chr2,2079698,2084117,Mp2g01830
chr2,2085272,2089191,Mp2g01840
chr2,2099114,2100669,Mp2g01850
chr2,2104986,2107652,Mp2g01860
chr2,2112749,2117679,Mp2g01870
chr2,2118063,2121552,Mp2g01880
chr2,2124452,2125816,Mp2g01890
chr2,2135778,2137337,Mp2g01900
chr2,2142474,2143082,Mp2g01910
chr2,2152115,2153275,Mp2g01920
chr2,2175303,2175917,Mp2g01930
chr2,2195741,2200009,Mp2g01940
chr2,2203538,2207251,Mp2g01950
chr2,2207352,2209548,Mp2g01960
chr2,2220216,2222900,Mp2g01970
chr2,2221135,2226203,Mp2g01980
chr2,2235616,2241337,Mp2g01990
chr2,2242705,2245627,Mp2g02000
chr2,2246575,2249861,Mp2g02010
chr2,2251880,2255213,Mp2g02020
chr2,2255696,2259189,Mp2g02030
chr2,2266102,2269890,Mp2g02040
chr2,2273724,2276695,Mp2g02050
chr2,2278160,2279185,Mp2g02060
chr2,2282593,2285141,Mp2g02070
chr2,2289210,2291683,Mp2g02080
chr2,2296612,2300800,Mp2g02090
chr2,2302878,2302950,Mp2g02095a
chr2,2304611,2305046,Mp2g02100
chr2,2306122,2311057,Mp2g02110
chr2,2312831,2315101,Mp2g02120
chr2,2321041,2331634,Mp2g02140
chr2,2342480,2348441,Mp2g02150
chr2,2359604,2361676,Mp2g02160
chr2,2362117,2365463,Mp2g02170
chr2,2362581,2365166,Mp2g02180
chr2,2365670,2368853,Mp2g02190
chr2,2381089,2381160,Mp2g02195a
chr2,2387539,2389411,Mp2g02200
chr2,2392894,2394465,Mp2g02210
chr2,2400443,2401341,Mp2g02220
chr2,2401474,2409659,Mp2g02230
chr2,2411530,2413677,Mp2g02240
chr2,2414040,2418561,Mp2g02250
chr2,2419360,2419433,Mp2g02255a
chr2,2420692,2425663,Mp2g02260
chr2,2421671,2421742,Mp2g02265a
chr2,2438626,2439089,Mp2g02270
chr2,2440775,2444149,Mp2g02280
chr2,2444190,2446282,Mp2g02290
chr2,2466728,2475030,Mp2g02300
chr2,2491668,2498238,Mp2g02310
chr2,2520639,2522967,Mp2g02320
chr2,2538877,2540372,Mp2g02330
chr2,2541481,2545708,Mp2g02340
chr2,2554465,2556231,Mp2g02350
chr2,2559556,2561375,Mp2g02360
chr2,2572851,2574314,Mp2g02370
chr2,2577544,2579542,Mp2g02380
chr2,2591820,2601456,Mp2g02390
chr2,2640201,2641687,Mp2g02400
chr2,2663209,2664570,Mp2g02410
chr2,2725209,2726979,Mp2g02420
chr2,2726976,2730056,Mp2g02430
chr2,2765260,2769991,Mp2g02440
chr2,2785009,2789983,Mp2g02450
chr2,2801222,2801355,Mp2g02455
chr2,2837011,2838986,Mp2g02460
chr2,2858617,2860173,Mp2g02470
chr2,2863327,2863999,Mp2g02480
chr2,2866561,2869147,Mp2g02490
chr2,2875317,2878015,Mp2g02500
chr2,2888876,2890927,Mp2g02510
chr2,2890111,2890659,Mp2g02520
chr2,2897848,2903361,Mp2g02530
chr2,2912065,2920547,Mp2g02540
chr2,2920740,2922046,Mp2g02550
chr2,2924326,2926515,Mp2g02560
chr2,2929068,2933788,Mp2g02570
chr2,2948707,2954186,Mp2g02580
chr2,2971088,2973614,Mp2g02590
chr2,2978750,2984622,Mp2g02600
chr2,2994321,2996519,Mp2g02610
chr2,2996398,2998571,Mp2g02620
chr2,2999492,3002336,Mp2g02630
chr2,3000229,3000314,Mp2g02635a
chr2,3000581,3000653,Mp2g02635b
chr2,3004160,3006309,Mp2g02640
chr2,3008292,3008364,Mp2g02645a
chr2,3010155,3011527,Mp2g02650
chr2,3017314,3018575,Mp2g02660
chr2,3020659,3022439,Mp2g02670
chr2,3027235,3028819,Mp2g02680
chr2,3040978,3043011,Mp2g02690
chr2,3048242,3055632,Mp2g02700
chr2,3063406,3065408,Mp2g02710
chr2,3087229,3089267,Mp2g02740
chr2,3090941,3098978,Mp2g02750
chr2,3144414,3148319,Mp2g02760
chr2,3145195,3145316,Mp2g02765
chr2,3152921,3154428,Mp2g02770
chr2,3172063,3187081,Mp2g02780
chr2,3189882,3193323,Mp2g02790
chr2,3200667,3207567,Mp2g02800
chr2,3214216,3215784,Mp2g02810
chr2,3217926,3222692,Mp2g02820
chr2,3222866,3224687,Mp2g02830
chr2,3225000,3231471,Mp2g02840
chr2,3239527,3239600,Mp2g02845a
chr2,3242699,3247326,Mp2g02850
chr2,3255745,3257940,Mp2g02860
chr2,3260226,3263719,Mp2g02870
chr2,3264697,3267608,Mp2g02880
chr2,3277333,3282852,Mp2g02890
chr2,3311932,3335875,Mp2g02900
chr2,3365104,3374300,Mp2g02910
chr2,3385035,3394443,Mp2g02920
chr2,3394844,3396151,Mp2g02930
chr2,3409415,3411370,Mp2g02940
chr2,3411991,3415684,Mp2g02950
chr2,3422683,3424162,Mp2g02960
chr2,3426504,3432909,Mp2g02970
chr2,3434039,3444896,Mp2g02980
chr2,3451698,3460010,Mp2g02990
chr2,3461944,3464819,Mp2g03000
chr2,3466484,3469303,Mp2g03010
chr2,3473022,3476930,Mp2g03020
chr2,3478248,3479372,Mp2g03030
chr2,3490623,3491727,Mp2g03040
chr2,3491107,3501328,Mp2g03050
chr2,3514005,3519584,Mp2g03060
chr2,3521298,3525877,Mp2g03070
chr2,3533111,3537780,Mp2g03080
chr2,3541197,3542763,Mp2g03090
chr2,3541645,3541751,Mp2g03095
chr2,3544654,3548033,Mp2g03100
chr2,3548330,3549095,Mp2g03110
chr2,3550795,3554690,Mp2g03120
chr2,3556837,3558911,Mp2g03130
chr2,3558804,3559259,Mp2g03140
chr2,3560406,3562213,Mp2g03150
chr2,3564986,3566463,Mp2g03160
chr2,3567278,3569055,Mp2g03170
chr2,3573503,3580824,Mp2g03180
chr2,3592426,3596982,Mp2g03190
chr2,3599008,3601477,Mp2g03200
chr2,3602694,3606620,Mp2g03210
chr2,3609295,3611860,Mp2g03220
chr2,3616534,3618962,Mp2g03230
chr2,3619664,3626005,Mp2g03240
chr2,3633138,3637309,Mp2g03250
chr2,3638460,3645214,Mp2g03260
chr2,3651313,3652521,Mp2g03270
chr2,3662921,3667739,Mp2g03280
chr2,3669700,3670929,Mp2g03290
chr2,3720765,3726066,Mp2g03300
chr2,3729536,3732710,Mp2g03310
chr2,3751660,3752457,Mp2g03320
chr2,3753442,3755237,Mp2g03330
chr2,3755456,3759793,Mp2g03340
chr2,3765370,3775320,Mp2g03350
chr2,3782369,3784559,Mp2g03360
chr2,3786550,3788395,Mp2g03370
chr2,3790179,3792014,Mp2g03380
chr2,3796596,3797978,Mp2g03390
chr2,3800475,3800547,Mp2g03395a
chr2,3801762,3803154,Mp2g03400
chr2,3801762,3803134,Mp2g03410
chr2,3812971,3814048,Mp2g03430
chr2,3816104,3817137,Mp2g03440
chr2,3818622,3819427,Mp2g03450
chr2,3826852,3829102,Mp2g03460
chr2,3839197,3843875,Mp2g03470
chr2,3848982,3849926,Mp2g03480
chr2,3853117,3854204,Mp2g03490
chr2,3855361,3855927,Mp2g03500
chr2,3860183,3861822,Mp2g03510
chr2,3866155,3867289,Mp2g03520
chr2,3869505,3870593,Mp2g03530
