pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
Europe	Japan	chr1	23080001	23100000	0.1883237563186311	389
Europe	Japan	chr1	23100001	23120000	0.1575784407143722	710
Europe	Japan	chr1	23120001	23140000	0.0974730625991343	321
Europe	Japan	chr1	23140001	23160000	0.0381097500680735	352
Europe	Japan	chr1	23160001	23180000	0.1114792227772233	302
Europe	Japan	chr1	23180001	23200000	0.0138738545032058	179
Europe	Japan	chr1	23200001	23220000	0.1275385879687594	346
Europe	Japan	chr1	23220001	23240000	0.038938935170955	536
Europe	Japan	chr1	23240001	23260000	0.3297714632949423	370
Europe	Japan	chr1	23260001	23280000	0.0565209255204881	593
Europe	Japan	chr1	23280001	23300000	0.0251911162460015	557
Europe	Japan	chr1	23300001	23320000	0.1099789273838462	829
Europe	Japan	chr1	23320001	23340000	0.2474597547509484	303
Europe	Japan	chr1	23340001	23360000	0.2179088741177325	240
Europe	Japan	chr1	23360001	23380000	0.2352368536226233	499
Europe	Japan	chr1	23380001	23400000	0.1554870015871872	577
Europe	Japan	chr1	23400001	23420000	0.229826618403355	207
Europe	Japan	chr1	23420001	23440000	0.169401783409606	757
Europe	Japan	chr1	23440001	23460000	0.2234377258523422	280
Europe	Japan	chr1	23460001	23480000	0.2286632260820391	582
Europe	Japan	chr1	23480001	23500000	0.0953036844039308	448
Europe	Japan	chr1	23500001	23520000	0.1503687576892744	605
Europe	Japan	chr1	23520001	23540000	0.2140472653465919	199
Europe	Japan	chr1	23540001	23560000	0.1504421707971908	518
Europe	Japan	chr1	23560001	23580000	0.2761577422264589	189
Europe	Japan	chr1	23580001	23600000	0.2543136748740223	204
Europe	Japan	chr1	23600001	23620000	0.1530011012201381	211
Europe	Japan	chr1	23620001	23640000	0.125626918912517	416
Europe	Japan	chr1	23640001	23660000	0.262473038810865	663
Europe	Japan	chr1	23660001	23680000	0.2207975661800558	269
Europe	Japan	chr1	23680001	23700000	0.1172337670685084	332
Europe	Japan	chr1	23700001	23720000	0.2010240574541803	174
Europe	Japan	chr1	23720001	23740000	0.1626045558358873	449
Europe	Japan	chr1	23740001	23760000	0.1754466363774768	975
Europe	Japan	chr1	23760001	23780000	0.1940565474559878	731
Europe	Japan	chr1	23780001	23800000	0.2360375778154877	426
Europe	Japan	chr1	23800001	23820000	0.2180401908392656	178
Europe	Japan	chr1	23820001	23840000	0.1290171689259684	718
Europe	Japan	chr1	23840001	23860000	0.062920090321644	585
Europe	Japan	chr1	23860001	23880000	0.0296463247982246	709
Europe	Japan	chr1	23880001	23900000	0.0310024576570106	481
Europe	Japan	chr1	23900001	23920000	0.1539638046902499	175
Europe	Japan	chr1	23920001	23940000	0.0564804455611599	460
Europe	Japan	chr1	23940001	23960000	0.0191047295274934	326
Europe	Japan	chr1	23960001	23980000	0.0748899311920913	322
Europe	Japan	chr1	23980001	24000000	0.1981602124565742	711
Europe	Japan	chr1	24000001	24020000	0.172264184600366	613
Europe	Japan	chr1	24020001	24040000	0.0571910894037519	339
Europe	Japan	chr1	24040001	24060000	0.0363745108410355	322
Europe	Japan	chr1	24060001	24080000	0.0387724575937844	458
Europe	Japan	chr1	24080001	24100000	0.0026727607005247	523
Europe	Japan	chr1	24100001	24120000	0.1400847999729554	539
Europe	Japan	chr1	24120001	24140000	0.090344374461904	337
Europe	Japan	chr1	24140001	24160000	0.1593204073756294	345
Europe	Japan	chr1	24160001	24180000	0.0968375458981803	720
Europe	Japan	chr1	24180001	24200000	0.0950871527135206	511
Europe	Japan	chr1	24200001	24220000	0.262333042543525	629
Europe	Japan	chr1	24220001	24240000	0.1179152599070625	335
Europe	Japan	chr1	24240001	24260000	0.0766078014585033	476
Europe	Japan	chr1	24260001	24280000	0.0474414080795047	405
Europe	Japan	chr1	24280001	24300000	0.0059408005089019	473
Europe	Japan	chr1	24300001	24320000	-0.0386883201829449	405
Europe	Japan	chr1	24320001	24340000	0.0444187440694502	270
Europe	Japan	chr1	24340001	24360000	0.038397713376202	377
Europe	Japan	chr1	24360001	24380000	0.1495756961087738	258
Europe	Japan	chr1	24380001	24400000	0.1592287993814932	306
Europe	Japan	chr1	24400001	24420000	0.0741506743627438	449
Europe	Japan	chr1	24420001	24440000	0.0840095422182887	292
Europe	Japan	chr1	24440001	24460000	0.0687676900047666	428
Europe	Japan	chr1	24460001	24480000	0.1082619571727876	513
Europe	Japan	chr1	24480001	24500000	0.3463313512435661	527
Europe	Japan	chr1	24500001	24520000	0.3922441588954841	742
Europe	Japan	chr1	24520001	24540000	0.12715706002391	299
Europe	Japan	chr1	24540001	24560000	0.1135355339397476	311
Europe	Japan	chr1	24560001	24580000	0.0533580871080664	469
Europe	Japan	chr1	24580001	24600000	0.1268308202701766	339
Europe	Japan	chr1	24600001	24620000	0.1165100220531655	354
Europe	Japan	chr1	24620001	24640000	0.0079238678484821	234
Europe	Japan	chr1	24640001	24660000	0.137326064384241	624
Europe	Japan	chr1	24660001	24680000	0.1334881979076743	609
Europe	Japan	chr1	24680001	24700000	0.154282014029128	372
Europe	Japan	chr1	24700001	24720000	0.1900156291801205	1067
Europe	Japan	chr1	24720001	24740000	0.1539213519802369	507
Europe	Japan	chr1	24740001	24760000	0.1067376621602787	384
Europe	Japan	chr1	24760001	24780000	0.0238544237366553	597
Europe	Japan	chr1	24780001	24800000	0.1608274932216959	437
Europe	Japan	chr1	24800001	24820000	0.0073158551524355	309
Europe	Japan	chr1	24820001	24840000	0.1585257847124641	227
Europe	Japan	chr1	24840001	24860000	0.0677996036749625	295
Europe	Japan	chr1	24860001	24880000	0.0459032185704994	475
Europe	Japan	chr1	24880001	24900000	0.0665134000845433	529
Europe	Japan	chr1	24900001	24920000	0.1278967905494241	348
Europe	Japan	chr1	24920001	24940000	0.1001214702661184	776
Europe	Japan	chr1	24940001	24960000	0.0763508591161943	513
Europe	Japan	chr1	24960001	24980000	0.0658383345423823	618
Europe	Japan	chr1	24980001	25000000	0.1070614838906092	349
Europe	Japan	chr1	25000001	25020000	0.0881497726019604	633
Europe	Japan	chr1	25020001	25040000	0.0123833620062382	429
Europe	Japan	chr1	25040001	25060000	0.0132773267809496	1430
Europe	Japan	chr1	25060001	25080000	0.018002910186885	853
Europe	Japan	chr1	25080001	25100000	0.0677224940438151	683
Europe	Japan	chr1	25100001	25120000	0.0810646805918288	368
Europe	Japan	chr1	25120001	25140000	0.0776228253527687	673
Europe	Japan	chr1	25140001	25160000	0.083312021301705	491
Europe	Japan	chr1	25160001	25180000	0.1267746393136763	544
Europe	Japan	chr1	25180001	25200000	0.109704690729895	349
Europe	Japan	chr1	25200001	25220000	0.0743085308721064	592
Europe	Japan	chr1	25220001	25240000	0.1274331430045592	229
Europe	Japan	chr1	25240001	25260000	0.0828901090944503	409
Europe	Japan	chr1	25260001	25280000	0.1287372400966777	377
Europe	Japan	chr1	25280001	25300000	0.2133492436147976	392
Europe	Japan	chr1	25300001	25320000	0.0586432035242961	303
Europe	Japan	chr1	25320001	25340000	0.1192298552537402	336
Europe	Japan	chr1	25340001	25360000	0.0302367592641279	283
Europe	Japan	chr1	25360001	25380000	0.0377585059931996	443
Europe	Japan	chr1	25380001	25400000	0.085399779262517	481
Europe	Japan	chr1	25400001	25420000	0.0912207517547217	697
Europe	Japan	chr1	25420001	25440000	0.0994498383738568	930
Europe	Japan	chr1	25440001	25460000	0.088392825303439	320
Europe	Japan	chr1	25460001	25480000	0.2663097730245499	642
Europe	Japan	chr1	25480001	25500000	0.223684438425608	310
Europe	Japan	chr1	25500001	25520000	0.0693435548532156	294
Europe	Japan	chr1	25520001	25540000	0.1430065326138204	512
Europe	Japan	chr1	25540001	25560000	0.1673752996697636	560
Europe	Japan	chr1	25560001	25580000	0.1749297115830506	397
Europe	Japan	chr1	25580001	25600000	0.191084248066394	499
Europe	Japan	chr1	25600001	25620000	0.1964177432914619	255
Europe	Japan	chr1	25620001	25640000	0.1048959906613625	676
Europe	Japan	chr1	25640001	25660000	0.1840703626650877	513
Europe	Japan	chr1	25660001	25680000	0.2654338880444606	884
Europe	Japan	chr1	25680001	25700000	0.2929906613955706	600
Europe	Japan	chr1	25700001	25720000	0.3150950680064774	300
Europe	Japan	chr1	25720001	25740000	0.2286066544723914	327
Europe	Japan	chr1	25740001	25760000	0.2974085023455047	628
Europe	Japan	chr1	25760001	25780000	0.4992030111444275	521
Europe	Japan	chr1	25780001	25800000	0.5750737932284643	413
Europe	Japan	chr1	25800001	25820000	0.578266634411999	529
Europe	Japan	chr1	25820001	25840000	0.307205178541269	456
Europe	Japan	chr1	25840001	25860000	0.2429469516161183	974
Europe	Japan	chr1	25860001	25880000	0.1601288019785016	345
Europe	Japan	chr1	25880001	25900000	0.1090671333567256	276
Europe	Japan	chr1	25900001	25920000	0.1051016911724276	226
Europe	Japan	chr1	25920001	25940000	0.1501614804595289	438
Europe	Japan	chr1	25940001	25960000	0.1243012289514832	677
Europe	Japan	chr1	25960001	25980000	0.0978470617128138	668
Europe	Japan	chr1	25980001	26000000	0.1109117073505377	511
Europe	Japan	chr1	26000001	26020000	0.1541903866083017	492
Europe	Japan	chr1	26020001	26040000	0.0689593437880441	719
Europe	Japan	chr1	26040001	26060000	0.3069575526820672	232
Europe	Japan	chr1	26060001	26080000	0.2496531230334552	411
Europe	Japan	chr1	26080001	26100000	0.1643593849165598	388
Europe	Japan	chr1	26100001	26120000	0.3151163318461519	474
Europe	Japan	chr1	26120001	26140000	0.1759341087835089	381
Europe	Japan	chr1	26140001	26160000	0.104177718279097	650
Europe	Japan	chr1	26160001	26180000	0.1599916803635569	572
Europe	Japan	chr1	26180001	26200000	0.1517039866061717	510
Europe	Japan	chr1	26200001	26220000	0.1211646278892153	343
Europe	Japan	chr1	26220001	26240000	0.1662908886756116	645
Europe	Japan	chr1	26240001	26260000	0.1100650353441961	348
Europe	Japan	chr1	26260001	26280000	0.3144494721993855	330
Europe	Japan	chr1	26280001	26300000	0.3601335113674553	455
Europe	Japan	chr1	26300001	26320000	0.2336337572695354	296
Europe	Japan	chr1	26320001	26340000	0.2905047403985866	811
Europe	Japan	chr1	26340001	26360000	0.1740807653192296	417
Europe	Japan	chr1	26360001	26380000	0.3474843628045564	250
Europe	Japan	chr1	26380001	26400000	0.1885213393015895	386
Europe	Japan	chr1	26400001	26420000	0.1563520306913985	785
Europe	Japan	chr1	26420001	26440000	0.1237827275790396	991
Europe	Japan	chr1	26440001	26460000	0.1429631696179096	802
Europe	Japan	chr1	26460001	26480000	0.2988941996786469	471
Europe	Japan	chr1	26480001	26500000	0.1662421167898853	151
Europe	Japan	chr1	26500001	26520000	0.1079233350487554	743
Europe	Japan	chr1	26520001	26540000	0.1342639470922442	261
Europe	Japan	chr1	26540001	26560000	0.3262676630002559	568
Europe	Japan	chr1	26560001	26580000	0.2596903169773942	484
Europe	Japan	chr1	26580001	26600000	0.1712353824383653	273
Europe	Japan	chr1	26600001	26620000	0.2070428978232756	117
Europe	Japan	chr1	26620001	26640000	0.1799979698012631	302
Europe	Japan	chr1	26640001	26660000	0.1874648026631038	411
Europe	Japan	chr1	26660001	26680000	0.1426078902715294	329
Europe	Japan	chr1	26680001	26700000	0.1832853040333234	430
Europe	Japan	chr1	26700001	26720000	0.2081155806431927	454
Europe	Japan	chr1	26720001	26740000	0.1890909854682807	424
Europe	Japan	chr1	26740001	26760000	0.2165595429911341	491
Europe	Japan	chr1	26760001	26780000	0.2616037878630761	387
Europe	Japan	chr1	26780001	26800000	0.0774063412261277	627
Europe	Japan	chr1	26800001	26820000	0.1968170493539994	563
Europe	Japan	chr1	26820001	26840000	0.3232067546271746	547
Europe	Japan	chr1	26840001	26860000	0.3457467217216879	502
Europe	Japan	chr1	26860001	26880000	0.0992848555010089	350
Europe	Japan	chr1	26880001	26900000	0.2327588783974544	379
Europe	Japan	chr1	26900001	26920000	0.2027362876076447	311
Europe	Japan	chr1	26920001	26940000	0.2298049540491522	360
Europe	Japan	chr1	26940001	26960000	0.2303599906165792	999
Europe	Japan	chr1	26960001	26980000	0.1601400309310853	324
Europe	Japan	chr1	26980001	27000000	0.1726559348261018	805
Europe	Japan	chr1	27000001	27020000	0.1114978520507982	709
Europe	Japan	chr1	27020001	27040000	0.0340748902894754	835
Europe	Japan	chr1	27040001	27060000	0.101886693434525	273
Europe	Japan	chr1	27060001	27080000	0.0920063056055454	726
Europe	Japan	chr1	27080001	27100000	0.456843466666575	593
Europe	Japan	chr1	27100001	27120000	0.1174743055903428	267
Europe	Japan	chr1	27120001	27140000	0.2575328903580028	442
Europe	Japan	chr1	27140001	27160000	0.2511783504147251	596
Europe	Japan	chr1	27160001	27180000	0.272110336602245	540
Europe	Japan	chr1	27180001	27200000	0.2033814230635371	423
Europe	Japan	chr1	27200001	27220000	0.2100001817226407	596
Europe	Japan	chr1	27220001	27240000	0.4104777757056505	531
Europe	Japan	chr1	27240001	27260000	0.2071724449848096	615
Europe	Japan	chr1	27260001	27280000	0.1585608414628087	150
Europe	Japan	chr1	27280001	27300000	0.2173409342075909	425
Europe	Japan	chr1	27300001	27320000	0.1771266219482763	288
Europe	Japan	chr1	27320001	27340000	0.1412718615659517	276
Europe	Japan	chr1	27340001	27360000	0.2624973955540836	349
Europe	Japan	chr1	27360001	27380000	0.21491212053102	458
Europe	Japan	chr1	27380001	27400000	0.0889035438422152	415
Europe	Japan	chr1	27400001	27420000	0.1319975067378563	461
Europe	Japan	chr1	27420001	27440000	0.0256326827388367	306
Europe	Japan	chr1	27440001	27460000	0.2471474930121854	457
Europe	Japan	chr1	27460001	27480000	0.145188500987727	490
Europe	Japan	chr1	27480001	27500000	0.0956496337428393	401
Europe	Japan	chr1	27500001	27520000	0.3815780187471547	408
Europe	Japan	chr1	27520001	27540000	0.2567158492887099	688
Europe	Japan	chr1	27540001	27560000	0.1217489026005827	671
Europe	Japan	chr1	27560001	27580000	0.1276316963627975	290
Europe	Japan	chr1	27580001	27600000	0.0420531370327226	624
Europe	Japan	chr1	27600001	27620000	0.0475426069235563	887
Europe	Japan	chr1	27620001	27640000	0.0688207579546242	311
Europe	Japan	chr1	27640001	27660000	0.1079804631830598	517
Europe	Japan	chr1	27660001	27680000	0.0662918403748977	639
Europe	Japan	chr1	27680001	27700000	0.0320697209287123	242
Europe	Japan	chr1	27700001	27720000	0.0285848164841664	485
Europe	Japan	chr1	27720001	27740000	0.183958076491936	439
Europe	Japan	chr1	27740001	27760000	0.1217956728810447	685
Europe	Japan	chr1	27760001	27780000	0.1684898368871776	237
Europe	Japan	chr1	27780001	27800000	0.2282812646487477	526
Europe	Japan	chr1	27800001	27820000	0.2920037572484203	846
Europe	Japan	chr1	27820001	27840000	0.1266039156456355	415
Europe	Japan	chr1	27840001	27860000	0.0921916100363011	427
Europe	Japan	chr1	27860001	27880000	0.1075344170599954	505
Europe	Japan	chr1	27880001	27900000	0.1229568110100352	403
Europe	Japan	chr1	27900001	27920000	0.2976686830659101	532
Europe	Japan	chr1	27920001	27940000	0.2661907321692816	217
Europe	Japan	chr1	27940001	27960000	0.0172365180574069	600
Europe	Japan	chr1	27960001	27980000	0.0331673263657068	896
Europe	Japan	chr1	27980001	28000000	0.0494789468721692	581
Europe	Japan	chr1	28000001	28020000	0.1216295263217605	339
Europe	Japan	chr1	28020001	28040000	0.311671559481757	467
Europe	Japan	chr1	28040001	28060000	0.0879031723944414	294
Europe	Japan	chr1	28060001	28080000	0.0720327930605714	313
Europe	Japan	chr1	28080001	28100000	0.1050238609525758	732
Europe	Japan	chr1	28100001	28120000	0.0641362095660354	484
Europe	Japan	chr1	28120001	28140000	0.1488608919003828	618
Europe	Japan	chr1	28140001	28160000	0.1913844604766372	981
Europe	Japan	chr1	28160001	28180000	0.2380931935205105	755
Europe	Japan	chr1	28180001	28200000	0.1069140129974517	695
Europe	Japan	chr1	28200001	28220000	0.0844030333596013	776
Europe	Japan	chr1	28220001	28240000	0.3065021892581538	772
Europe	Japan	chr1	28240001	28260000	0.2375151315630391	565
Europe	Japan	chr1	28260001	28280000	0.1605300723548353	794
Europe	Japan	chr1	28280001	28300000	0.2508083369148047	641
Europe	Japan	chr1	28300001	28320000	0.263655147499483	611
Europe	Japan	chr1	28320001	28340000	0.1500713461908948	819
Europe	Japan	chr1	28340001	28360000	0.1023035737623511	620
Europe	Japan	chr1	28360001	28380000	0.1710199281697818	434
Europe	Japan	chr1	28380001	28400000	0.0142905467738515	728
Europe	Japan	chr1	28400001	28420000	0.1713409297040646	571
Europe	Japan	chr1	28420001	28440000	0.2404887731700779	537
Europe	Japan	chr1	28440001	28460000	0.2152475647666685	934
Europe	Japan	chr1	28460001	28480000	0.1488687373520074	628
Europe	Japan	chr1	28480001	28500000	0.187923930162193	688
Europe	Japan	chr1	28500001	28520000	0.1647582220700478	490
Europe	Japan	chr1	28520001	28540000	0.0452810532480165	480
Europe	Japan	chr1	28540001	28560000	0.0907491204916364	344
Europe	Japan	chr1	28560001	28580000	0.1574851154153471	686
Europe	Japan	chr1	28580001	28600000	0.1268503014625165	311
Europe	Japan	chr1	28600001	28620000	0.1589946448549261	220
Europe	Japan	chr1	28620001	28640000	0.1396824850686593	226
Europe	Japan	chr1	28640001	28660000	0.2238742197596692	245
Europe	Japan	chr1	28660001	28680000	0.1407335319173495	543
Europe	Japan	chr1	28680001	28700000	0.2367717970756331	350
Europe	Japan	chr1	28700001	28720000	0.0295315198342758	955
Europe	Japan	chr1	28720001	28740000	0.0341958739398594	338
Europe	Japan	chr1	28740001	28760000	0.0361590895652215	214
Europe	Japan	chr1	28760001	28780000	0.0296090691212702	463
Europe	Japan	chr1	28780001	28800000	0.0812256813497846	459
Europe	Japan	chr1	28800001	28820000	0.0593139542671554	1033
Europe	Japan	chr1	28820001	28840000	0.0460015746387888	1192
Europe	Japan	chr1	28840001	28860000	0.0976185782339146	660
Europe	Japan	chr1	28860001	28880000	0.008888858151895	1236
Europe	Japan	chr1	28880001	28900000	0.0088209026817949	1096
Europe	Japan	chr1	28900001	28920000	0.0247688821693219	480
Europe	Japan	chr1	28920001	28940000	0.0130527460622308	625
Europe	Japan	chr1	28940001	28960000	-0.0030750687382932	484
Europe	Japan	chr1	28960001	28980000	0.0024094402938833	476
Europe	Japan	chr1	28980001	29000000	0.0887674387535874	571
Europe	Japan	chr1	29000001	29020000	0.083713620327756	740
Europe	Japan	chr1	29020001	29040000	0.022634813665807	518
Europe	Japan	chr1	29040001	29060000	0.0710242086128948	479
Europe	Japan	chr1	29060001	29080000	0.0251053215904771	975
Europe	Japan	chr1	29080001	29100000	0.010323524760492	711
Europe	Japan	chr1	29100001	29120000	0.0091290615893907	822
Europe	Japan	chr1	29120001	29140000	0.0754896092454123	422
Europe	Japan	chr1	29140001	29160000	0.0846908792900118	425
Europe	Japan	chr1	29160001	29180000	0.0049152064609676	737
Europe	Japan	chr1	29180001	29200000	0.0628505730892604	536
Europe	Japan	chr1	29200001	29220000	0.0675036671302413	468
Europe	Japan	chr1	29220001	29240000	0.1377898918012262	630
Europe	Japan	chr1	29240001	29260000	0.0843045260964386	501
Europe	Japan	chr1	29260001	29280000	0.1694622955870993	558
Europe	Japan	chr1	29280001	29300000	0.1112257330055059	372
Europe	Japan	chr1	29300001	29320000	0.1352311484525348	245
Europe	Japan	chr1	29320001	29340000	0.094352389555218	571
Europe	Japan	chr1	29340001	29360000	0.1187801889338665	372
Europe	Japan	chr1	29360001	29380000	0.1586773404303773	700
Europe	Japan	chr1	29380001	29400000	0.0759899226887183	854
Europe	Japan	chr1	29400001	29420000	0.1684711360918716	480
Europe	Japan	chr1	29420001	29440000	0.0473481903516835	461
Europe	Japan	chr1	29440001	29460000	0.0721279692179732	330
Europe	Japan	chr1	29460001	29480000	0.0724381987659517	270
Europe	Japan	chr1	29480001	29500000	0.0665605716612342	348
Europe	Japan	chr1	29500001	29520000	0.1210706648068787	306
Europe	Japan	chr1	29520001	29540000	0.088287686299611	393
Europe	Japan	chr1	29540001	29560000	0.0205063427844759	271
Europe	Japan	chr1	29560001	29580000	-0.000479285518503	635
Europe	Japan	chr1	29580001	29600000	0.0902533483056079	618
Europe	Japan	chr1	29600001	29620000	0.0443499856475659	588
Europe	Japan	chr1	29620001	29640000	-0.0015740616133912	307
Europe	Japan	chr1	29640001	29660000	0.0016649532480808	478
Europe	Japan	chr1	29660001	29680000	0.001195963964737	851
Europe	Japan	chr1	29680001	29700000	0.0468429001650397	476
Europe	Japan	chr1	29700001	29720000	0.0170124867349465	280
Europe	Japan	chr1	29720001	29740000	0.0080764823937778	935
Europe	Japan	chr1	29740001	29760000	0.0333859165582253	727
Europe	Japan	chr1	29760001	29780000	0.0256510402676263	534
Europe	Japan	chr1	29780001	29800000	0.0568876605672899	358
Europe	Japan	chr1	29800001	29820000	0.0788498695156772	303
Europe	Japan	chr1	29820001	29840000	0.0729150162826367	554
Europe	Japan	chr1	29840001	29860000	0.0776195145536876	407
Europe	Japan	chr1	29860001	29880000	0.1121140614999299	357
Europe	Japan	chr1	29880001	29900000	0.1363254573597225	442
Europe	Japan	chr1	29900001	29920000	0.0795890216057396	671
Europe	Japan	chr1	29920001	29940000	0.1790391175845838	246
Europe	Japan	chr1	29940001	29960000	0.0737282800075491	273
Europe	Japan	chr1	29960001	29980000	0.0664995706671644	578
Europe	Japan	chr1	29980001	30000000	0.1518287537203987	442
Europe	Japan	chr1	30000001	30020000	0.1588045246277525	485
Europe	Japan	chr1	30020001	30040000	0.1905935707839208	608
Europe	Japan	chr1	30040001	30060000	0.0541540185886317	546
Europe	Japan	chr1	30060001	30080000	0.0361071532912802	1097
Europe	Japan	chr1	30080001	30100000	0.0916557887909361	853
Europe	Japan	chr1	30100001	30120000	0.143673798447867	762
Europe	Japan	chr1	30120001	30140000	0.0398388818783405	985
Europe	Japan	chr1	30140001	30160000	0.0723462653616282	324
Europe	Japan	chr1	30160001	30180000	-0.0043682472808085	510
Europe	Japan	chr1	30180001	30200000	0.0424361342743101	334
Europe	Japan	chr1	30200001	30220000	0.0638177123348786	380
Europe	Japan	chr1	30220001	30240000	0.0792501919963742	644
Europe	Japan	chr1	30240001	30260000	0.0764189565506003	204
Europe	Japan	chr1	30260001	30280000	0.0995646642518754	445
Europe	Japan	chr1	30280001	30300000	0.1035627601692209	544
Europe	Japan	chr1	30300001	30320000	0.1041399638196579	125
Europe	Japan	chr1	30320001	30340000	0.0889404905746984	55
Europe	Japan	chr1	30340001	30360000	0.0500072964243294	180
Europe	Japan	chr1	30360001	30380000	0.0401154762932576	368
Europe	Japan	chr1	30380001	30400000	0.0622835576344659	327
Europe	Japan	chr1	30400001	30420000	0.065374484475997	161
Europe	Japan	chr1	30420001	30440000	0.0234006495572947	612
Europe	Japan	chr1	30440001	30460000	0.0707603190464882	274
Europe	Japan	chr1	30460001	30480000	0.0698556075690644	108
Europe	Japan	chr1	30480001	30500000	0.0513354414179713	79
Europe	Japan	chr1	30500001	30520000	0.0686070907113212	245
Europe	Japan	chr1	30520001	30540000	0.0680049419489875	141
Europe	Japan	chr1	30540001	30560000	0.0592714251420844	75
Europe	Japan	chr1	30560001	30580000	0.0516838577034155	250
Europe	Japan	chr1	30580001	30600000	-0.0024314366163882	86
Europe	Japan	chr2	1	20000	0.0075032843358606	95
Europe	Japan	chr2	20001	40000	0.008246941997167	607
Europe	Japan	chr2	40001	60000	0.0205934997291167	624
Europe	Japan	chr2	60001	80000	0.0247325700943002	472
Europe	Japan	chr2	80001	100000	0.019372069463176	250
Europe	Japan	chr2	100001	120000	0.0155450884352277	354
Europe	Japan	chr2	120001	140000	0.0139241634866509	287
Europe	Japan	chr2	140001	160000	0.0214265282100415	228
Europe	Japan	chr2	160001	180000	0.0589995180807961	204
Europe	Japan	chr2	180001	200000	0.1397206099042618	402
Europe	Japan	chr2	200001	220000	0.1480323761128439	546
Europe	Japan	chr2	220001	240000	0.0336714843696297	490
Europe	Japan	chr2	240001	260000	0.1431793796708108	452
Europe	Japan	chr2	260001	280000	0.1395766256853461	180
Europe	Japan	chr2	280001	300000	0.2028160902246006	256
Europe	Japan	chr2	300001	320000	0.069850177072765	346
Europe	Japan	chr2	320001	340000	0.1915689221527662	517
Europe	Japan	chr2	340001	360000	0.2128888779381855	149
Europe	Japan	chr2	360001	380000	0.0862823281362152	212
Europe	Japan	chr2	380001	400000	0.0656898831024181	93
Europe	Japan	chr2	400001	420000	0.0886453196575897	123
Europe	Japan	chr2	420001	440000	0.0605277206274949	116
Europe	Japan	chr2	440001	460000	0.045403245541307	122
Europe	Japan	chr2	460001	480000	-0.0149056644132081	302
Europe	Japan	chr2	480001	500000	-0.0003108340332945	123
Europe	Japan	chr2	500001	520000	-0.0062823249193305	144
Europe	Japan	chr2	520001	540000	-0.0148020957475363	233
Europe	Japan	chr2	540001	560000	0.0280049492605456	67
Europe	Japan	chr2	560001	580000	0.0711355297793277	132
Europe	Japan	chr2	580001	600000	0.0608751774210888	236
Europe	Japan	chr2	600001	620000	0.0340513291162009	229
Europe	Japan	chr2	620001	640000	0.0807478855461534	140
Europe	Japan	chr2	640001	660000	0.0637246023243737	145
Europe	Japan	chr2	660001	680000	0.0905432334438753	184
Europe	Japan	chr2	680001	700000	0.1113569073856661	234
Europe	Japan	chr2	700001	720000	0.0571953789953377	343
Europe	Japan	chr2	720001	740000	0.0548082912111165	221
Europe	Japan	chr2	740001	760000	0.025029182378282	170
Europe	Japan	chr2	760001	780000	0.0292654677390213	249
Europe	Japan	chr2	780001	800000	0.0725556948503118	245
Europe	Japan	chr2	800001	820000	0.0576668680864341	273
Europe	Japan	chr2	820001	840000	0.0696765235917446	151
Europe	Japan	chr2	840001	860000	0.0958476384443427	184
Europe	Japan	chr2	860001	880000	-0.0083435910650997	815
Europe	Japan	chr2	880001	900000	0.0982992936600087	302
Europe	Japan	chr2	900001	920000	0.0847917951624276	295
Europe	Japan	chr2	920001	940000	0.0941293737189824	348
Europe	Japan	chr2	940001	960000	0.1402117588233168	97
Europe	Japan	chr2	960001	980000	0.2840391583475883	472
Europe	Japan	chr2	980001	1000000	0.1958505763535982	237
Europe	Japan	chr2	1000001	1020000	0.1478471066931193	282
Europe	Japan	chr2	1020001	1040000	0.234837455791161	99
Europe	Japan	chr2	1040001	1060000	0.3120624356432249	168
Europe	Japan	chr2	1060001	1080000	0.3081554036427423	190
Europe	Japan	chr2	1080001	1100000	0.1023849255502237	178
Europe	Japan	chr2	1100001	1120000	0.0143833385869442	344
Europe	Japan	chr2	1120001	1140000	0.0686439210628994	277
Europe	Japan	chr2	1140001	1160000	0.0557560721178769	200
Europe	Japan	chr2	1160001	1180000	0.1406432875927964	317
Europe	Japan	chr2	1180001	1200000	0.0864889997373551	449
Europe	Japan	chr2	1200001	1220000	0.1543740833696529	166
Europe	Japan	chr2	1220001	1240000	0.1874532310710898	510
Europe	Japan	chr2	1240001	1260000	0.1905519817128858	306
Europe	Japan	chr2	1260001	1280000	0.1699576145106678	277
Europe	Japan	chr2	1280001	1300000	0.0086425332690618	129
Europe	Japan	chr2	1300001	1320000	0.1152917166922195	148
Europe	Japan	chr2	1320001	1340000	0.2075410648344912	129
Europe	Japan	chr2	1340001	1360000	0.1372594061998334	556
Europe	Japan	chr2	1360001	1380000	0.1334968008455972	467
Europe	Japan	chr2	1380001	1400000	0.0946570014808804	489
Europe	Japan	chr2	1400001	1420000	0.0650165560513603	289
Europe	Japan	chr2	1420001	1440000	0.0594200839274189	155
Europe	Japan	chr2	1440001	1460000	0.0636779193713646	329
Europe	Japan	chr2	1460001	1480000	0.0330079648324922	134
Europe	Japan	chr2	1480001	1500000	0.0036265977588229	695
Europe	Japan	chr2	1500001	1520000	0.0850205615277035	343
Europe	Japan	chr2	1520001	1540000	0.0198076042437175	689
Europe	Japan	chr2	1540001	1560000	0.0303311866369783	455
