pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Japan	chr2	8560001	8580000	0.0040277264699876	19441	18088	4490871	13900315
Europe	chr2	8560001	8580000	0.0057631382874252	19441	160330	27819912	84510186
Japan	chr2	8580001	8600000	0.0071771001039638	19280	31963	4453470	13785410
Europe	chr2	8580001	8600000	0.0091902479477833	19280	253556	27589680	83810160
Europe	chr2	8600001	8620000	0.0049855176790453	19594	139789	28039014	85175118
Japan	chr2	8600001	8620000	0.0035201605580292	19594	15933	4526214	14009710
Europe	chr2	8620001	8640000	0.0121737780948748	19102	332759	27334078	83037278
Japan	chr2	8620001	8640000	0.0103312452973864	19102	45586	4412440	13658052
Japan	chr2	8640001	8660000	0.0043979994940354	19576	19888	4522056	13996840
Europe	chr2	8640001	8660000	0.0054990343803434	19576	154045	28013100	85097028
Europe	chr2	8660001	8680000	0.0034251782266148	19497	95563	27900154	84753512
Japan	chr2	8660001	8680000	0.0027125940343358	19497	12217	4503807	13940355
Europe	chr2	8680001	8700000	0.0021827281319418	19541	61036	27963171	84944727
Japan	chr2	8680001	8700000	0.0016278350038137	19541	7348	4513971	13971815
Japan	chr2	8700001	8720000	0.0007849063328201	19629	3559	4534299	14034735
Europe	chr2	8700001	8720000	0.0010217486862074	19629	28700	28089099	85327263
Europe	chr2	8720001	8740000	0.0089016173020272	19440	247629	27818428	84505892
Japan	chr2	8720001	8740000	0.0078262786596119	19440	35145	4490640	13899600
Europe	chr2	8740001	8760000	0.0069186583173853	19165	189745	27425115	83310255
Japan	chr2	8740001	8760000	0.0064071071115161	19165	28365	4427115	13702975
Japan	chr2	8760001	8780000	0.004195090123372	19493	18890	4502883	13937495
Europe	chr2	8760001	8780000	0.0033453927072245	19493	93318	27894483	84736071
Japan	chr2	8780001	8800000	0.0070069409414977	19284	31213	4454583	13788081
Europe	chr2	8780001	8800000	0.0048383419209952	19284	133516	27595404	83827548
Europe	chr2	8800001	8820000	0.0052544047915427	19396	145839	27755570	84314518
Japan	chr2	8800001	8820000	0.0043331029963449	19396	19414	4480392	13868224
Europe	chr2	8820001	8840000	0.0136609771385091	18759	366704	26843175	81546327
Japan	chr2	8820001	8840000	0.0097927668489732	18759	42432	4332994	13413020
Europe	chr2	8840001	8860000	0.0083724295371897	18905	226488	27051646	82181444
Japan	chr2	8840001	8860000	0.0074112798924293	18905	32365	4366992	13517138
Japan	chr2	8860001	8880000	0.0061646377956768	19197	27337	4434486	13725876
Europe	chr2	8860001	8880000	0.0064615392007834	19197	177504	27470854	83449412
Japan	chr2	8880001	8900000	0.0067473314871233	18735	29201	4327785	13395525
Europe	chr2	8880001	8900000	0.0073233252811419	18735	196336	26809679	81441151
Japan	chr2	8900001	8920000	0.0038532207729604	19362	17234	4472622	13843830
Europe	chr2	8900001	8920000	0.0038427442689438	19362	106471	27707022	84166614
Japan	chr2	8920001	8940000	0.0046487112355375	19038	20444	4397778	13612170
Europe	chr2	8920001	8940000	0.0059718365321657	19038	162693	27243378	82758186
Japan	chr2	8940001	8960000	0.0041038101045269	19531	18515	4511661	13964665
Europe	chr2	8940001	8960000	0.0048527650982467	19531	135629	27948808	84901310
Japan	chr2	8960001	8980000	0.0020870470494065	19394	9350	4480014	13866710
Europe	chr2	8960001	8980000	0.0064820814206444	19394	179896	27752814	84305718
Europe	chr2	8980001	9000000	0.0054969623032729	19470	153154	27861570	84636090
Japan	chr2	8980001	9000000	0.0007146081106019	19470	3214	4497570	13921050
Japan	chr2	9000001	9020000	0.0046557727316732	19183	20631	4431273	13715845
Europe	chr2	9000001	9020000	0.0066286052177648	19183	181961	27450873	83388501
Japan	chr2	9020001	9040000	0.0038300695399087	19452	17210	4493391	13908201
Europe	chr2	9020001	9040000	0.0052653394842586	19452	146565	27835812	84557844
Japan	chr2	9040001	9060000	0.0019857979748033	19646	9012	4538226	14046890
Europe	chr2	9040001	9060000	0.0043440098691635	19646	122125	28113426	85401162
Japan	chr2	9060001	9080000	0.0015373370241852	19503	6926	4505193	13944645
Europe	chr2	9060001	9080000	0.0034654083344942	19503	96715	27908688	84779646
Europe	chr2	9080001	9100000	0.0037642830757124	19608	105622	28058995	85236029
Japan	chr2	9080001	9100000	0.002241774273598	19608	10154	4529448	14019720
Europe	chr2	9100001	9120000	0.0029324412159698	19692	82634	28179252	85601124
Japan	chr2	9100001	9120000	0.0020106171842917	19692	9146	4548852	14079780
Europe	chr2	9120001	9140000	0.0042535421537321	19658	119653	28130202	85453722
Japan	chr2	9120001	9140000	0.0036014276222936	19658	16354	4540977	14055491
Europe	chr2	9140001	9160000	0.0011752634671092	19689	33113	28174959	85588083
Japan	chr2	9140001	9160000	0.0013374642355291	19689	6083	4548159	14077635
Europe	chr2	9160001	9180000	0.0021369050439651	19599	59932	28046169	85196853
Japan	chr2	9160001	9180000	0.001912810729587	19599	8660	4527369	14013285
Europe	chr2	9180001	9200000	0.0067155245712119	19497	187361	27899682	84753984
Japan	chr2	9180001	9200000	0.0066070770794574	19497	29757	4503807	13940355
Europe	chr2	9200001	9220000	0.0043018661211762	19337	119038	27671247	84057939
Japan	chr2	9200001	9220000	0.0037527589371205	19337	16763	4466847	13825955
Europe	chr2	9220001	9240000	0.0054113887618129	19351	149848	27691228	84118850
Japan	chr2	9220001	9240000	0.0033856209764431	19351	15134	4470081	13835965
Japan	chr2	9240001	9260000	0.0018071389566826	19423	8108	4486650	13887508
Europe	chr2	9240001	9260000	0.0036445072714029	19423	101296	27794155	84431939
Japan	chr2	9260001	9280000	0.0040443441271789	19557	18271	4517667	13983255
Europe	chr2	9260001	9280000	0.0055078478873076	19557	154143	27986067	85014279
Japan	chr2	9280001	9300000	0.0016116821409827	19573	7287	4521363	13994695
Europe	chr2	9280001	9300000	0.002919565426253	19573	81774	28008963	85083831
Japan	chr2	9300001	9320000	0.0020980996590752	19721	9558	4555551	14100515
Europe	chr2	9300001	9320000	0.0030509818820909	19721	86101	28220751	85727187
Japan	chr2	9320001	9340000	0.0038049464965917	19634	17257	4535412	14038352
Europe	chr2	9320001	9340000	0.0062503339005683	19634	175609	28095939	85349313
Japan	chr2	9340001	9360000	0.0024114115046322	19663	10953	4542153	14059045
Europe	chr2	9340001	9360000	0.0039337540563384	19663	110687	28137753	85475061
Japan	chr2	9360001	9380000	0.0022660964975547	19537	10227	4513047	13968955
Europe	chr2	9360001	9380000	0.003619364523031	19537	101188	27957394	84927392
Japan	chr2	9380001	9400000	0.0010163540406187	19823	4654	4579113	14173445
Europe	chr2	9380001	9400000	0.001278893328247	19823	36278	28366713	86170581
Europe	chr2	9400001	9420000	0.0023191293424659	19760	65577	28276560	85896720
Japan	chr2	9400001	9420000	0.0018812328022854	19760	8587	4564560	14128400
Japan	chr2	9420001	9440000	0.0035426444867718	19680	16105	4546039	14071241
Europe	chr2	9420001	9440000	0.0039316062014996	19680	110722	28162027	85549013
Europe	chr2	9440001	9460000	0.003936937611957	19735	111182	28240732	85788098
Japan	chr2	9440001	9460000	0.0037191927234997	19735	16955	4558785	14110525
Europe	chr2	9460001	9480000	0.007125525438511	19448	198304	27830088	84540456
Japan	chr2	9460001	9480000	0.0050272810967998	19448	22585	4492488	13905320
Europe	chr2	9480001	9500000	0.004327081912917	19428	120299	27801415	84453569
Japan	chr2	9480001	9500000	0.0025871973061596	19428	11611	4487868	13891020
Japan	chr2	9500001	9520000	0.0042793920755822	19371	19149	4474701	13850265
Europe	chr2	9500001	9520000	0.0099798228902149	19371	276636	27719530	84206108
Europe	chr2	9520001	9540000	0.0034329919431788	19389	95249	27745186	84284456
Japan	chr2	9520001	9540000	0.0021968060462961	19389	9839	4478775	13863219
Europe	chr2	9540001	9560000	0.0061285437156012	19465	170707	27854415	84614355
Japan	chr2	9540001	9560000	0.0056629559326708	19465	25463	4496415	13917475
Europe	chr2	9560001	9580000	0.0030828432309839	19604	86484	28053324	85218588
Japan	chr2	9560001	9580000	0.0024975024975024	19604	11310	4528524	14016860
Europe	chr2	9580001	9600000	0.003362668113401	19213	92452	27493644	83519070
Japan	chr2	9580001	9600000	0.0019118098023006	19213	8485	4438203	13737295
Japan	chr2	9600001	9620000	0.0017589164591797	19367	7869	4473777	13847405
Europe	chr2	9600001	9620000	0.0039186156488294	19367	108601	27714124	84188402
Japan	chr2	9620001	9640000	0.0016887402625326	19449	7587	4492698	13906056
Europe	chr2	9620001	9640000	0.0038451614303416	19449	107012	27830301	84546021
Japan	chr2	9640001	9660000	0.0035619735585949	19104	15719	4413003	13659381
Europe	chr2	9640001	9660000	0.006942224957163	19104	189778	27336769	83046143
Japan	chr2	9660001	9680000	0.0021680213225787	19682	9857	4546542	14072630
Europe	chr2	9660001	9680000	0.0040840133808903	19682	115026	28164942	85557654
Europe	chr2	9680001	9700000	0.0038228267675793	19587	107150	28028997	85144689
Japan	chr2	9680001	9700000	0.0009359949626452	19587	4235	4524597	14004705
Japan	chr2	9700001	9720000	0.0011147026368733	19643	5058	4537533	14044745
Europe	chr2	9700001	9720000	0.0012916442495753	19643	36307	28109133	85388121
Europe	chr2	9720001	9740000	0.0096457260661582	19246	265644	27540073	83663315
Japan	chr2	9720001	9740000	0.0084394791628004	19246	37518	4445535	13761181
Japan	chr2	9740001	9760000	0.0072616167714862	19316	32401	4461954	13810982
Europe	chr2	9740001	9760000	0.0093935152340229	19316	259647	27641090	83966758
Europe	chr2	9760001	9780000	0.0042049052552379	19629	118112	28089099	85327263
Japan	chr2	9760001	9780000	0.0036786281628097	19629	16680	4534299	14034735
Europe	chr2	9780001	9800000	0.0053249554387891	19507	148643	27914412	84797034
Japan	chr2	9780001	9800000	0.0054998571941207	19507	24783	4506117	13947505
Europe	chr2	9800001	9820000	0.0052985493108393	19307	146390	27628317	83927529
Japan	chr2	9800001	9820000	0.007130850192952	19307	31803	4459917	13804505
Europe	chr2	9820001	9840000	0.0031039726661219	19385	86104	27739935	84266595
Japan	chr2	9820001	9840000	0.0026889626580108	19385	12041	4477935	13860275
Europe	chr2	9840001	9860000	0.0028982410343187	19602	81297	28050462	85209894
Japan	chr2	9840001	9860000	0.0026700164441211	19602	12090	4528062	14015430
Europe	chr2	9860001	9880000	0.009601706683988	19108	262529	27341910	83064114
Japan	chr2	9860001	9880000	0.0105744052265249	19108	46670	4413487	13662681
Europe	chr2	9880001	9900000	0.0074398713408173	19184	204219	27449265	83395887
Japan	chr2	9880001	9900000	0.0076465460102803	19184	33883	4431151	13716913
Japan	chr2	9900001	9920000	0.0035756256517607	19623	16208	4532913	14030445
Europe	chr2	9900001	9920000	0.0045130043877213	19623	126727	28080407	85301287
Europe	chr2	9920001	9940000	0.0049460175257958	18836	133316	26954211	81880197
Japan	chr2	9920001	9940000	0.0047900585944457	18836	20842	4351095	13467761
Japan	chr2	9940001	9960000	0.0056670949027403	19389	25382	4478838	13863156
Europe	chr2	9940001	9960000	0.0052645551788225	19389	146068	27745554	84284088
Japan	chr2	9960001	9980000	0.0010292536103659	19398	4612	4480917	13869591
Europe	chr2	9960001	9980000	0.0016268520581994	19398	45158	27757902	84323742
Europe	chr2	9980001	10000000	0.0048277866349007	19453	134391	27836980	84562454
Japan	chr2	9980001	10000000	0.0045459775064463	19453	20428	4493643	13908895
Europe	chr2	10000001	10020000	0.0045770512346601	19192	125703	27463752	83427624
Japan	chr2	10000001	10020000	0.004377725928372	19192	19408	4433352	13722280
Europe	chr2	10020001	10040000	0.0033772049600972	19522	94345	27935823	84862293
Japan	chr2	10020001	10040000	0.0019709143774301	19522	8888	4509582	13958230
Europe	chr2	10040001	10060000	0.0026220726012178	19532	73287	27950027	84905869
Japan	chr2	10040001	10060000	0.0019581585729445	19532	8835	4511892	13965380
Europe	chr2	10060001	10080000	0.0032255684414011	19435	89707	27811222	84484208
Japan	chr2	10060001	10080000	0.002445058029199	19435	10977	4489464	13896046
Europe	chr2	10080001	10100000	0.0072620878646597	19292	200483	27606799	83862377
Japan	chr2	10080001	10100000	0.007448146052956	19292	33192	4456411	13793821
Europe	chr2	10100001	10120000	0.0043516032508854	19459	121174	27845829	84588273
Japan	chr2	10100001	10120000	0.0031303468787409	19459	14071	4495029	13913185
Europe	chr2	10120001	10140000	0.0043336932175351	19274	119528	27581094	83784078
Japan	chr2	10120001	10140000	0.0043548337104423	19274	19389	4452294	13780910
Europe	chr2	10140001	10160000	0.0043023393481994	19413	119519	27780003	84388311
Japan	chr2	10140001	10160000	0.0034207451917234	19413	15340	4484403	13880295
Japan	chr2	10160001	10180000	0.0019269867915244	19821	8823	4578651	14172015
Europe	chr2	10160001	10180000	0.0038209550600163	19821	108377	28363851	86161887
Japan	chr2	10180001	10200000	0.0040952004142188	19071	18041	4405401	13635765
Europe	chr2	10180001	10200000	0.0076868477888856	19071	209773	27289860	82902378
Europe	chr2	10200001	10220000	0.0034177378705256	19594	95830	28039014	85175118
Japan	chr2	10200001	10220000	0.0031346286322299	19594	14188	4526214	14009710
Japan	chr2	10220001	10240000	0.0047245592029792	19393	21165	4479783	13865995
Europe	chr2	10220001	10240000	0.0051046464963565	19393	141661	27751383	84301371
Japan	chr2	10240001	10260000	0.0029452476467936	19534	13290	4512354	13966810
Europe	chr2	10240001	10260000	0.0030654501456257	19534	85689	27953154	84914298
Europe	chr2	10260001	10280000	0.0060095521425524	19271	165722	27576431	83771407
Japan	chr2	10260001	10280000	0.005939042928556	19271	26438	4451559	13778807
Japan	chr2	10280001	10300000	0.0172084830053949	18684	74264	4315546	13359518
Europe	chr2	10280001	10300000	0.0136658902558415	18684	365375	26736275	81219877
Japan	chr2	10300001	10320000	0.004417727069774	19517	19917	4508427	13954655
Europe	chr2	10300001	10320000	0.0040187509486166	19517	112239	27928827	84840399
Europe	chr2	10320001	10340000	0.0080128238392488	19190	220038	27460731	83419089
Japan	chr2	10320001	10340000	0.0071230261096411	19190	31575	4432807	13720933
Europe	chr2	10340001	10360000	0.0034306481261869	19649	96462	28117719	85414203
Japan	chr2	10340001	10360000	0.0030723174394608	19649	13945	4538919	14049035
Europe	chr2	10360001	10380000	0.0037498398450759	19406	104133	27769986	84357882
Japan	chr2	10360001	10380000	0.0036276547664778	19406	16262	4482786	13875290
Europe	chr2	10380001	10400000	0.0043381714298866	19613	121756	28066203	85257711
Japan	chr2	10380001	10400000	0.0042396122547042	19613	19208	4530603	14023295
Europe	chr2	10400001	10420000	0.0068859295767973	19317	190343	27642310	83971316
Japan	chr2	10400001	10420000	0.0056031360709112	19317	25002	4462144	13811738
Europe	chr2	10420001	10440000	0.0033200723805071	19467	92488	27857224	84623102
Japan	chr2	10420001	10440000	0.0030296581383035	19467	13624	4496877	13918905
Japan	chr2	10440001	10460000	0.0025014226387224	19665	11363	4542615	14060475
Europe	chr2	10440001	10460000	0.0023053555220396	19665	64874	28140562	85483808
Europe	chr2	10460001	10480000	0.0027488561571255	19580	77020	28018927	85114313
Japan	chr2	10460001	10480000	0.0030665623106889	19580	13870	4522980	13999700
Europe	chr2	10480001	10500000	0.0014395965331355	19796	40781	28328076	86053212
Japan	chr2	10480001	10500000	0.0009713799368275	19796	4442	4572876	14154140
Japan	chr2	10500001	10520000	0.0004399038777198	19780	2010	4569180	14142700
Europe	chr2	10500001	10520000	0.0005892914300491	19780	16680	28305180	85983660
Japan	chr2	10520001	10540000	0.0032732993118481	19621	14836	4532430	14029036
Europe	chr2	10520001	10540000	0.0047611888900535	19621	133683	28077651	85292487
Europe	chr2	10540001	10560000	0.0033732356312134	19653	94867	28123443	85431591
Japan	chr2	10540001	10560000	0.0025053729831626	19653	11374	4539843	14051895
Japan	chr2	10560001	10580000	0.0079858876416508	19111	35252	4414287	13664719
Europe	chr2	10560001	10580000	0.0086224768264352	19111	235784	27345275	83078083
Japan	chr2	10580001	10600000	0.0052074032607467	19418	23358	4485537	13883891
Europe	chr2	10580001	10600000	0.0054109220926977	19418	150353	27786946	84410258
Japan	chr2	10600001	10620000	0.0085268745852687	19180	37779	4430580	13713700
Europe	chr2	10600001	10620000	0.0088016135186254	19180	241570	27446104	83375936
Japan	chr2	10620001	10640000	0.0060506748567262	19037	26608	4397526	13611476
Europe	chr2	10620001	10640000	0.008219478790366	19037	223912	27241630	82754156
Japan	chr2	10640001	10660000	0.0028953801609535	19697	13174	4550007	14083355
Europe	chr2	10640001	10660000	0.0033172622271292	19697	93501	28186195	85623071
Europe	chr2	10660001	10680000	0.0114933788936127	18492	304127	26461061	80385715
Japan	chr2	10660001	10680000	0.0092667635856269	18492	39584	4271610	13221822
Japan	chr2	10680001	10700000	0.0052173064789946	19260	23212	4449039	13770921
Europe	chr2	10680001	10700000	0.0053468553096288	19260	147365	27561060	83723220
Europe	chr2	10700001	10720000	0.0040493840586277	19432	112602	27807192	84470904
Japan	chr2	10700001	10720000	0.0048021828589963	19432	21556	4488792	13893880
Europe	chr2	10720001	10740000	0.0044229213664968	19381	122666	27734158	84249260
Japan	chr2	10720001	10740000	0.0040040107116109	19381	17926	4477011	13857415
Europe	chr2	10740001	10760000	0.0047644515625911	19509	133011	27917379	84805623
Japan	chr2	10740001	10760000	0.0038712291518688	19509	17446	4506579	13948935
Japan	chr2	10760001	10780000	0.0041414861225509	19646	18795	4538226	14046890
Europe	chr2	10760001	10780000	0.0052459276930531	19646	147481	28113426	85401162
Europe	chr2	10780001	10800000	0.004834647889942	19248	133165	27543888	83671056
Japan	chr2	10780001	10800000	0.0047556523554029	19248	21145	4446288	13762320
Japan	chr2	10800001	10820000	0.0044654107880514	19359	19969	4471929	13841685
Europe	chr2	10800001	10820000	0.0067642072374891	19359	187387	27702729	84153573
Japan	chr2	10820001	10840000	0.0048777019910615	19425	21887	4487154	13888896
Europe	chr2	10820001	10840000	0.0107222251281985	19425	298047	27797122	84440528
Japan	chr2	10840001	10860000	0.005371635856506	19531	24235	4511661	13964665
Europe	chr2	10840001	10860000	0.0069881917549341	19531	195312	27948861	84901257
Japan	chr2	10860001	10880000	0.005047218371579	19318	22523	4462458	13812370
Europe	chr2	10860001	10880000	0.007472361548191	19318	206566	27644005	83975399
Europe	chr2	10880001	10900000	0.002510074510343	19670	70653	28147770	85505490
Japan	chr2	10880001	10900000	0.0013119183190543	19670	5961	4543728	14064092
Japan	chr2	10900001	10920000	0.0018086401207633	19409	8109	4483479	13877435
Europe	chr2	10900001	10920000	0.0030995944125138	19409	86089	27774279	84370923
Japan	chr2	10920001	10940000	0.0040168182671584	19046	17672	4399502	13618014
Europe	chr2	10920001	10940000	0.0055527404857469	19046	151335	27254110	82793678
Japan	chr2	10940001	10960000	0.0080307266506521	19198	35614	4434717	13726591
Europe	chr2	10940001	10960000	0.0114919365480362	19198	315697	27471175	83454869
Japan	chr2	10960001	10980000	0.0071980559257912	19293	32079	4456620	13794558
Europe	chr2	10960001	10980000	0.007603943115874	19293	209929	27607913	83867041
Japan	chr2	10980001	11000000	0.0041920931692873	19469	18853	4497276	13920398
Europe	chr2	10980001	11000000	0.0044520047768787	19469	124033	27860033	84631849
Japan	chr2	11000001	11020000	0.0025734137071198	19670	11693	4543770	14064050
Europe	chr2	11000001	11020000	0.0031355592290259	19670	88259	28147770	85505490
Europe	chr2	11020001	11040000	0.004375661921538	19636	122952	28099063	85357745
Japan	chr2	11020001	11040000	0.0050675541610558	19636	22986	4535916	14039740
Europe	chr2	11040001	11060000	0.0070470301746208	18990	191499	27174426	82549794
Japan	chr2	11040001	11060000	0.0088435353988766	18990	38792	4386481	13578059
Europe	chr2	11060001	11080000	0.0020437697672312	19359	56618	27702729	84153573
Japan	chr2	11060001	11080000	0.000971392882132	19359	4344	4471929	13841685
Europe	chr2	11080001	11100000	0.0032149704303095	19545	89919	27968842	84962168
Japan	chr2	11080001	11100000	0.0014764462960932	19545	6666	4514895	13974675
Europe	chr2	11100001	11120000	0.0033164088613994	19377	91959	27728487	84231819
Japan	chr2	11100001	11120000	0.0020276638948259	19377	9076	4476087	13854555
Europe	chr2	11120001	11140000	0.0081929998834804	19000	222756	27188576	82593424
Japan	chr2	11120001	11140000	0.0046076775486964	19000	20223	4388979	13585021
Japan	chr2	11140001	11160000	0.0046292922736011	19427	20774	4487511	13890431
Europe	chr2	11140001	11160000	0.0066871516486511	19427	185902	27799878	84449328
Europe	chr2	11160001	11180000	0.0067962506747069	19438	189043	27815778	84496986
Japan	chr2	11160001	11180000	0.0050750772018392	19438	22788	4490178	13898170
Europe	chr2	11180001	11200000	0.0048781223058451	19426	135605	27798606	84444822
Japan	chr2	11180001	11200000	0.0047303497833715	19426	21227	4487406	13889590
Europe	chr2	11200001	11220000	0.0045768578192933	19653	128717	28123443	85431591
Japan	chr2	11200001	11220000	0.0040459548931537	19653	18368	4539843	14051895
Europe	chr2	11220001	11240000	0.0120849886970822	18868	326296	27000108	82019196
Japan	chr2	11220001	11240000	0.0097120390739216	18868	42330	4358508	13490620
Europe	chr2	11240001	11260000	0.006898381841778	19250	190028	27546750	83679750
Japan	chr2	11240001	11260000	0.0046013380558835	19250	20461	4446750	13763750
Europe	chr2	11260001	11280000	0.0086982256950726	19277	239943	27585281	83797225
Japan	chr2	11260001	11280000	0.0062964477551809	19277	28038	4452987	13783055
Japan	chr2	11280001	11300000	0.0027617610752983	19727	12585	4556875	14104867
Europe	chr2	11280001	11300000	0.0036379883806693	19727	102698	28229337	85753269
Europe	chr2	11300001	11320000	0.0039232210573466	19732	110778	28236492	85775004
Japan	chr2	11300001	11320000	0.0036405583739863	19732	16594	4558092	14108380
Europe	chr2	11320001	11340000	0.0079590290228878	19510	222201	27918104	84810676
Japan	chr2	11320001	11340000	0.0081150125290982	19510	36572	4506709	13949751
Europe	chr2	11340001	11360000	0.0056244396247157	19500	156946	27904291	84766709
Japan	chr2	11340001	11360000	0.0032556332556332	19500	14665	4504500	13942500
Europe	chr2	11360001	11380000	0.0045400278755366	19254	125089	27552474	83697138
Japan	chr2	11360001	11380000	0.0029080368750047	19254	12934	4447674	13766610
Europe	chr2	11380001	11400000	0.0055060101815824	19479	153477	27874449	84675213
Japan	chr2	11380001	11400000	0.0027308796752813	19479	12288	4499649	13927485
Europe	chr2	11400001	11420000	0.0045225981072364	19603	126866	28051575	85214559
Japan	chr2	11400001	11420000	0.0019716130126458	19603	8928	4528272	14016166
Japan	chr2	11420001	11440000	0.001468840109597	19658	6670	4540998	14055470
Europe	chr2	11420001	11440000	0.0018430820418392	19658	51847	28130598	85453326
Japan	chr2	11440001	11460000	0.0075786725919502	19171	33562	4428480	13707286
Europe	chr2	11440001	11460000	0.0112735347696464	19171	309266	27432922	83337116
Japan	chr2	11460001	11480000	0.0024386753561844	19784	11145	4570104	14145560
Europe	chr2	11460001	11480000	0.0042790933133043	19784	121145	28310904	86001048
Japan	chr2	11480001	11500000	0.0031489067927549	19677	14313	4545387	14069055
Europe	chr2	11480001	11500000	0.0049549796869307	19677	139521	28157734	85535972
Japan	chr2	11500001	11520000	0.0018842887649337	19597	8530	4526907	14011855
Europe	chr2	11500001	11520000	0.0042805579242134	19597	120041	28043307	85188159
Japan	chr2	11520001	11540000	0.0022775632855208	19604	10314	4528524	14016860
Europe	chr2	11520001	11540000	0.0037189175870923	19604	104328	28053324	85218588
Europe	chr2	11540001	11560000	0.0037809982780141	19588	105983	28030428	85149036
Japan	chr2	11540001	11560000	0.0034648830850587	19588	15678	4524828	14005420
Europe	chr2	11560001	11580000	0.0051749011689039	19078	141278	27300618	82932066
Japan	chr2	11560001	11580000	0.0074564666922174	19078	32860	4406913	13640875
Japan	chr2	11580001	11600000	0.0029547973961424	19717	13458	4554627	14097655
Europe	chr2	11580001	11600000	0.0034317883162046	19717	96828	28215027	85709799
Japan	chr2	11600001	11620000	0.0074852805078153	19062	32959	4403175	13629477
Europe	chr2	11600001	11620000	0.0090571091516721	19062	247032	27274928	82865308
Japan	chr2	11620001	11640000	0.0038297599262755	19091	16889	4409937	13650149
Europe	chr2	11620001	11640000	0.005089424712948	19091	139019	27315268	82992530
Japan	chr2	11640001	11660000	0.0068460090586788	19024	30083	4394239	13602465
Europe	chr2	11640001	11660000	0.0091587317810895	19024	249290	27218834	82701838
Europe	chr2	11660001	11680000	0.0009888473133656	19627	27773	28086237	85318569
Japan	chr2	11660001	11680000	0.0006709548667056	19627	3042	4533837	14033305
Japan	chr2	11680001	11700000	0.0038607991785249	19435	17333	4489485	13896025
Europe	chr2	11680001	11700000	0.004822378638614	19435	134117	27811379	84484051
Japan	chr2	11700001	11720000	0.0017813432447578	19721	8115	4555551	14100515
Europe	chr2	11700001	11720000	0.0021928544708112	19721	61884	28220751	85727187
Japan	chr2	11720001	11740000	0.0058607867679111	19435	26311	4489329	13896181
Europe	chr2	11720001	11740000	0.0058368165196049	19435	162329	27811222	84484208
Japan	chr2	11740001	11760000	0.0053011865092402	19370	23720	4474470	13849550
Europe	chr2	11740001	11760000	0.0060556604278665	19370	167853	27718364	84201496
Europe	chr2	11760001	11780000	0.0037369337754657	19528	104427	27944568	84888216
Japan	chr2	11760001	11780000	0.0017395379439623	19528	7847	4510968	13962520
Japan	chr2	11780001	11800000	0.0025138068185938	19699	11439	4550469	14084785
Europe	chr2	11780001	11800000	0.0028897875996713	19699	81461	28189269	85631553
Europe	chr2	11800001	11820000	0.0033028797062512	19636	92808	28099116	85357692
Japan	chr2	11800001	11820000	0.0028964381174607	19636	13138	4535916	14039740
Europe	chr2	11820001	11840000	0.0054121731142428	19304	149506	27624024	83914488
Japan	chr2	11820001	11840000	0.0057700622350435	19304	25730	4459224	13802360
Japan	chr2	11840001	11860000	0.0031093471664958	19738	14177	4559478	14112670
Europe	chr2	11840001	11860000	0.0035527605907124	19738	100348	28245078	85801086
Japan	chr2	11860001	11880000	0.005724368765543	19627	25953	4533775	14033367
Europe	chr2	11860001	11880000	0.0057456007551613	19627	161372	28086184	85318622
Europe	chr2	11880001	11900000	0.0027236097264817	19770	77053	28290764	85940296
Japan	chr2	11880001	11900000	0.0030578930427185	19770	13965	4566870	14135550
Japan	chr2	11900001	11920000	0.0053738218392332	19544	24261	4514664	13973960
Europe	chr2	11900001	11920000	0.0031746950048397	19544	88788	27967411	84957821
Europe	chr2	11920001	11940000	0.0041093068753354	19718	115949	28216194	85714410
Japan	chr2	11920001	11940000	0.0046070545193	19718	20984	4554754	14098474
Europe	chr2	11940001	11960000	0.006806702799635	19386	188800	27737365	84274943
Japan	chr2	11940001	11960000	0.0080899553907911	19386	36225	4477775	13861381
Europe	chr2	11960001	11980000	0.0061768250017037	19257	170213	27556714	83710232
Japan	chr2	11960001	11980000	0.0072431074144736	19257	32220	4448367	13768755
Europe	chr2	11980001	12000000	0.0043775476738947	19533	122360	27951723	84909951
Japan	chr2	11980001	12000000	0.0047857737920708	19533	21594	4512123	13966095
Europe	chr2	12000001	12020000	0.0125145161963551	19471	348690	27862843	84640595
Japan	chr2	12000001	12020000	0.0133181258309654	19471	59902	4497780	13921786
Europe	chr2	12020001	12040000	0.003213540168183	19283	88674	27593867	83823307
Japan	chr2	12020001	12040000	0.0014037890405675	19283	6253	4454373	13787345
Europe	chr2	12040001	12060000	0.0050662257948045	19490	141298	27890190	84723030
Japan	chr2	12040001	12060000	0.0030080916176349	19490	13543	4502190	13935350
Europe	chr2	12060001	12080000	0.0024344305637754	19596	68266	28041876	85183812
Japan	chr2	12060001	12080000	0.0026832050714475	19596	12146	4526676	14011140
Japan	chr2	12080001	12100000	0.0063318608075641	19550	28595	4516050	13978250
Europe	chr2	12080001	12100000	0.0065947605012968	19550	184495	27975997	84983903
Japan	chr2	12100001	12120000	0.0026580064622164	19715	12105	4554165	14096225
Europe	chr2	12100001	12120000	0.0024955192201661	19715	70404	28212165	85701105
Japan	chr2	12120001	12140000	0.0021962100293738	19660	9974	4541460	14056900
Europe	chr2	12120001	12140000	0.0022744091910486	19660	63987	28133460	85462020
